relative_path,offset,text
Data\scenes\bs27.scn,54904,_exp24
Data\scenes\bs27.scn,55220,_exp23
Data\scenes\bs27.scn,55536,_exp22
Data\scenes\bs27.scn,55852,_exp21
Data\scenes\bs27.scn,56168,_exp06
Data\scenes\bs27.scn,56484,_exp17
Data\scenes\bs27.scn,56800,_exp19
Data\scenes\bs27.scn,57116,_exp18
Data\scenes\bs27.scn,57432,_exp16
Data\scenes\bs27.scn,57748,_exp16
Data\scenes\bs27.scn,58064,_exp15
Data\scenes\bs27.scn,58380,_exp14
Data\scenes\bs27.scn,58696,_exp13
Data\scenes\bs27.scn,59012,_exp20
Data\scenes\bs27.scn,59328,_exp44
Data\scenes\bs27.scn,59644,_exp46
Data\scenes\bs27.scn,59960,_exp45
Data\scenes\bs27.scn,60276,_exp43
Data\scenes\bs27.scn,60592,_exp42
Data\scenes\bs27.scn,60908,_exp41
Data\scenes\bs27.scn,61224,_exp40
Data\scenes\bs27.scn,61540,_exp39
Data\scenes\bs27.scn,61856,_exp47
Data\scenes\bs28.joe,8,exp028a1
Data\scenes\bs28.joe,26,exp028a1
Data\scenes\bs28.joe,45,exp028a1
Data\scenes\bs28.joe,64,exp028a1
Data\scenes\bs28.joe,84,exp028b1
Data\scenes\bs28.joe,102,exp028b1
Data\scenes\bs28.scn,56472,_exp54
Data\scenes\bs28.scn,56788,_exp38
Data\scenes\bs28.scn,57104,_exp37
Data\scenes\bs28.scn,57420,_exp36
Data\scenes\bs28.scn,57736,_exp35
Data\scenes\bs28.scn,58052,_exp34
Data\scenes\bs28.scn,58368,_exp33
Data\scenes\bs28.scn,58684,_exp32
Data\scenes\bs28.scn,59000,_exp31
Data\scenes\bs28.scn,59316,_exp30
Data\scenes\bs28.scn,59632,_exp12
Data\scenes\bs28.scn,59948,_exp53
Data\scenes\bs28.scn,60264,_exp59
Data\scenes\bs28.scn,60580,_exp11
Data\scenes\bs28.scn,60896,_exp05
Data\scenes\bs28.scn,61212,_exp52
Data\scenes\bs28.scn,61528,_exp58
Data\scenes\bs28.scn,61844,_exp10
Data\scenes\bs28.scn,62160,_exp04
Data\scenes\bs28.scn,62476,_exp51
Data\scenes\bs28.scn,62792,_exp57
Data\scenes\bs28.scn,63108,_exp09
Data\scenes\bs28.scn,63424,_exp03
Data\scenes\bs28.scn,63740,_exp50
Data\scenes\bs28.scn,64056,_exp56
Data\scenes\bs28.scn,64372,_exp08
Data\scenes\bs28.scn,64688,_exp02
Data\scenes\bs28.scn,65004,_exp49
Data\scenes\bs28.scn,65320,_exp55
Data\scenes\bs28.scn,65636,_exp07
Data\scenes\bs28.scn,65952,_exp01
Data\scenes\bs28.scn,66268,_exp25
Data\scenes\bs28.scn,66584,_exp48
Data\scenes\bs28.scn,66900,_exp29
Data\scenes\bs28.scn,67216,_exp28
Data\scenes\bs28.scn,67532,_exp27
Data\scenes\bs28.scn,67848,_exp26
Data\scenes\bs28.scn,68164,_exp24
Data\scenes\bs28.scn,68480,_exp23
Data\scenes\bs28.scn,68796,_exp22
Data\scenes\bs28.scn,69112,_exp21
Data\scenes\bs28.scn,69428,_exp06
Data\scenes\bs28.scn,69744,_exp17
Data\scenes\bs28.scn,70060,_exp19
Data\scenes\bs28.scn,70376,_exp18
Data\scenes\bs28.scn,70692,_exp16
Data\scenes\bs28.scn,71008,_exp16
Data\scenes\bs28.scn,71324,_exp15
Data\scenes\bs28.scn,71640,_exp14
Data\scenes\bs28.scn,71956,_exp13
Data\scenes\bs28.scn,72272,_exp20
Data\scenes\bs28.scn,72588,_exp44
Data\scenes\bs28.scn,72904,_exp46
Data\scenes\bs28.scn,73220,_exp45
Data\scenes\bs28.scn,73536,_exp43
Data\scenes\bs28.scn,73852,_exp42
Data\scenes\bs28.scn,74168,_exp41
Data\scenes\bs28.scn,74484,_exp40
Data\scenes\bs28.scn,74800,_exp39
Data\scenes\bs28.scn,75116,_exp47
Data\scenes\bs29.scn,36816,_exp54
Data\scenes\bs29.scn,37132,_exp38
Data\scenes\bs29.scn,37448,_exp37
Data\scenes\bs29.scn,37764,_exp36
Data\scenes\bs29.scn,38080,_exp35
Data\scenes\bs29.scn,38396,_exp34
Data\scenes\bs29.scn,38712,_exp33
Data\scenes\bs29.scn,39028,_exp32
Data\scenes\bs29.scn,39344,_exp31
Data\scenes\bs29.scn,39660,_exp30
Data\scenes\bs29.scn,39976,_exp12
Data\scenes\bs29.scn,40292,_exp53
Data\scenes\bs29.scn,40608,_exp59
Data\scenes\bs29.scn,40924,_exp11
Data\scenes\bs29.scn,41240,_exp05
Data\scenes\bs29.scn,41556,_exp52
Data\scenes\bs29.scn,41872,_exp58
Data\scenes\bs29.scn,42188,_exp10
Data\scenes\bs29.scn,42504,_exp04
Data\scenes\bs29.scn,42820,_exp51
Data\scenes\bs29.scn,43136,_exp57
Data\scenes\bs29.scn,43452,_exp09
Data\scenes\bs29.scn,43768,_exp03
Data\scenes\bs29.scn,44084,_exp50
Data\scenes\bs29.scn,44400,_exp56
Data\scenes\bs29.scn,44716,_exp08
Data\scenes\bs29.scn,45032,_exp02
Data\scenes\bs29.scn,45348,_exp49
Data\scenes\bs29.scn,45664,_exp55
Data\scenes\bs29.scn,45980,_exp07
Data\scenes\bs29.scn,46296,_exp01
Data\scenes\bs29.scn,46612,_exp25
Data\scenes\bs29.scn,46928,_exp48
Data\scenes\bs29.scn,47244,_exp29
Data\scenes\bs29.scn,47560,_exp28
Data\scenes\bs29.scn,47876,_exp27
Data\scenes\bs29.scn,48192,_exp26
Data\scenes\bs29.scn,48508,_exp24
Data\scenes\bs29.scn,48824,_exp23
Data\scenes\bs29.scn,49140,_exp22
Data\scenes\bs29.scn,49456,_exp21
Data\scenes\bs29.scn,49772,_exp06
Data\scenes\bs29.scn,50088,_exp17
Data\scenes\bs29.scn,50404,_exp19
Data\scenes\bs29.scn,50720,_exp18
Data\scenes\bs29.scn,51036,_exp16
Data\scenes\bs29.scn,51352,_exp16
Data\scenes\bs29.scn,51668,_exp15
Data\scenes\bs29.scn,51984,_exp14
Data\scenes\bs29.scn,52300,_exp13
Data\scenes\bs29.scn,52616,_exp20
Data\scenes\bs29.scn,52932,_exp44
Data\scenes\bs29.scn,53248,_exp46
Data\scenes\bs29.scn,53564,_exp45
Data\scenes\bs29.scn,53880,_exp43
Data\scenes\bs29.scn,54196,_exp42
Data\scenes\bs29.scn,54512,_exp41
Data\scenes\bs29.scn,54828,_exp40
Data\scenes\bs29.scn,55144,_exp39
Data\scenes\bs29.scn,55460,_exp47
Data\scenes\bs30.joe,8,exp021b1
Data\scenes\bs30.joe,24,exp021b1
Data\scenes\bs30.joe,41,exp021b1
Data\scenes\bs30.scn,71608,_exp54
Data\scenes\bs30.scn,71924,_exp38
Data\scenes\bs30.scn,72240,_exp37
Data\scenes\bs30.scn,72556,_exp36
Data\scenes\bs30.scn,72872,_exp35
Data\scenes\bs30.scn,73188,_exp34
Data\scenes\bs30.scn,73504,_exp33
Data\scenes\bs30.scn,73820,_exp32
Data\scenes\bs30.scn,74136,_exp31
Data\scenes\bs30.scn,74452,_exp30
Data\scenes\bs30.scn,74768,_exp12
Data\scenes\bs30.scn,75084,_exp53
Data\scenes\bs30.scn,75400,_exp59
Data\scenes\bs30.scn,75716,_exp11
Data\scenes\bs30.scn,76032,_exp05
Data\scenes\bs30.scn,76348,_exp52
Data\scenes\bs30.scn,76664,_exp58
Data\scenes\bs30.scn,76980,_exp10
Data\scenes\bs30.scn,77296,_exp04
Data\scenes\bs30.scn,77612,_exp51
Data\scenes\bs30.scn,77928,_exp57
Data\scenes\bs30.scn,78244,_exp09
Data\scenes\bs30.scn,78560,_exp03
Data\scenes\bs30.scn,78876,_exp50
Data\scenes\bs30.scn,79192,_exp56
Data\scenes\bs30.scn,79508,_exp08
Data\scenes\bs30.scn,79824,_exp02
Data\scenes\bs30.scn,80140,_exp49
Data\scenes\bs30.scn,80456,_exp55
Data\scenes\bs30.scn,80772,_exp07
Data\scenes\bs30.scn,81088,_exp01
Data\scenes\bs30.scn,81404,_exp25
Data\scenes\bs30.scn,81720,_exp48
Data\scenes\bs30.scn,82036,_exp29
Data\scenes\bs30.scn,82352,_exp28
Data\scenes\bs30.scn,82668,_exp27
Data\scenes\bs30.scn,82984,_exp26
Data\scenes\bs30.scn,83300,_exp24
Data\scenes\bs30.scn,83616,_exp23
Data\scenes\bs30.scn,83932,_exp22
Data\scenes\bs30.scn,84248,_exp21
Data\scenes\bs30.scn,84564,_exp06
Data\scenes\bs30.scn,84880,_exp17
Data\scenes\bs30.scn,85196,_exp19
Data\scenes\bs30.scn,85512,_exp18
Data\scenes\bs30.scn,85828,_exp16
Data\scenes\bs30.scn,86144,_exp16
Data\scenes\bs30.scn,86460,_exp15
Data\scenes\bs30.scn,86776,_exp14
Data\scenes\bs30.scn,87092,_exp13
Data\scenes\bs30.scn,87408,_exp20
Data\scenes\bs30.scn,87724,_exp44
Data\scenes\bs30.scn,88040,_exp46
Data\scenes\bs30.scn,88356,_exp45
Data\scenes\bs30.scn,88672,_exp43
Data\scenes\bs30.scn,88988,_exp42
Data\scenes\bs30.scn,89304,_exp41
Data\scenes\bs30.scn,89620,_exp40
Data\scenes\bs30.scn,89936,_exp39
Data\scenes\bs30.scn,90252,_exp47
Data\scenes\bs31.joe,8,exp031a1
Data\scenes\bs31.joe,27,exp031a1
Data\scenes\bs31.joe,46,exp031a1
Data\scenes\bs31.joe,62,exp031a1
Data\scenes\bs31.joe,79,exp031b1
Data\scenes\bs31.joe,94,exp031b1
Data\scenes\bs31.joe,112,exp031b1
Data\scenes\bs31.scn,45200,_exp54
Data\scenes\bs31.scn,45516,_exp38
Data\scenes\bs31.scn,45832,_exp37
Data\scenes\bs31.scn,46148,_exp36
Data\scenes\bs31.scn,46464,_exp35
Data\scenes\bs31.scn,46780,_exp34
Data\scenes\bs31.scn,47096,_exp33
Data\scenes\bs31.scn,47412,_exp32
Data\scenes\bs31.scn,47728,_exp31
Data\scenes\bs31.scn,48044,_exp30
Data\scenes\bs31.scn,48360,_exp12
Data\scenes\bs31.scn,48676,_exp53
Data\scenes\bs31.scn,48992,_exp59
Data\scenes\bs31.scn,49308,_exp11
Data\scenes\bs31.scn,49624,_exp05
Data\scenes\bs31.scn,49940,_exp52
Data\scenes\bs31.scn,50256,_exp58
Data\scenes\bs31.scn,50572,_exp10
Data\scenes\bs31.scn,50888,_exp04
Data\scenes\bs31.scn,51204,_exp51
Data\scenes\bs31.scn,51520,_exp57
Data\scenes\bs31.scn,51836,_exp09
Data\scenes\bs31.scn,52152,_exp03
Data\scenes\bs31.scn,52468,_exp50
Data\scenes\bs31.scn,52784,_exp56
Data\scenes\bs31.scn,53100,_exp08
Data\scenes\bs31.scn,53416,_exp02
Data\scenes\bs31.scn,53732,_exp49
Data\scenes\bs31.scn,54048,_exp55
Data\scenes\bs31.scn,54364,_exp07
Data\scenes\bs31.scn,54680,_exp01
Data\scenes\bs31.scn,54996,_exp25
Data\scenes\bs31.scn,55312,_exp48
Data\scenes\bs31.scn,55628,_exp29
Data\scenes\bs31.scn,55944,_exp28
Data\scenes\bs31.scn,56260,_exp27
Data\scenes\bs31.scn,56576,_exp26
Data\scenes\bs31.scn,56892,_exp24
Data\scenes\bs31.scn,57208,_exp23
Data\scenes\bs31.scn,57524,_exp22
Data\scenes\bs31.scn,57840,_exp21
Data\scenes\bs31.scn,58156,_exp06
Data\scenes\bs31.scn,58472,_exp17
Data\scenes\bs31.scn,58788,_exp19
Data\scenes\bs31.scn,59104,_exp18
Data\scenes\bs31.scn,59420,_exp16
Data\scenes\bs31.scn,59736,_exp16
Data\scenes\bs31.scn,60052,_exp15
Data\scenes\bs31.scn,60368,_exp14
Data\scenes\bs31.scn,60684,_exp13
Data\scenes\bs31.scn,61000,_exp20
Data\scenes\bs31.scn,61316,_exp44
Data\scenes\bs31.scn,61632,_exp46
Data\scenes\bs31.scn,61948,_exp45
Data\scenes\bs31.scn,62264,_exp43
Data\scenes\bs31.scn,62580,_exp42
Data\scenes\bs31.scn,62896,_exp41
Data\scenes\bs31.scn,63212,_exp40
Data\scenes\bs31.scn,63528,_exp39
Data\scenes\bs31.scn,63844,_exp47
Data\scenes\bs32.joe,8,exp032a1
Data\scenes\bs32.joe,25,exp032a1
Data\scenes\bs32.joe,41,exp032a1
Data\scenes\bs32.joe,60,exp032a1
Data\scenes\bs32.joe,78,exp032a1
Data\scenes\bs32.joe,94,exp032a1
Data\scenes\bs32.joe,113,exp032a1
Data\scenes\bs32.joe,130,exp032b1
Data\scenes\bs32.joe,146,exp032b1
Data\scenes\bs32.joe,163,exp032b1
Data\scenes\bs32.joe,179,exp032b1
Data\scenes\bs32.scn,49652,_exp54
Data\scenes\bs32.scn,49968,_exp38
Data\scenes\bs32.scn,50284,_exp37
Data\scenes\bs32.scn,50600,_exp36
Data\scenes\bs32.scn,50916,_exp35
Data\scenes\bs32.scn,51232,_exp34
Data\scenes\bs32.scn,51548,_exp33
Data\scenes\bs32.scn,51864,_exp32
Data\scenes\bs32.scn,52180,_exp31
Data\scenes\bs32.scn,52496,_exp30
Data\scenes\bs32.scn,52812,_exp12
Data\scenes\bs32.scn,53128,_exp53
Data\scenes\bs32.scn,53444,_exp59
Data\scenes\bs32.scn,53760,_exp11
Data\scenes\bs32.scn,54076,_exp05
Data\scenes\bs32.scn,54392,_exp52
Data\scenes\bs32.scn,54708,_exp58
Data\scenes\bs32.scn,55024,_exp10
Data\scenes\bs32.scn,55340,_exp04
Data\scenes\bs32.scn,55656,_exp51
Data\scenes\bs32.scn,55972,_exp57
Data\scenes\bs32.scn,56288,_exp09
Data\scenes\bs32.scn,56604,_exp03
Data\scenes\bs32.scn,56920,_exp50
Data\scenes\bs32.scn,57236,_exp56
Data\scenes\bs32.scn,57552,_exp08
Data\scenes\bs32.scn,57868,_exp02
Data\scenes\bs32.scn,58184,_exp49
Data\scenes\bs32.scn,58500,_exp55
Data\scenes\bs32.scn,58816,_exp07
Data\scenes\bs32.scn,59132,_exp01
Data\scenes\bs32.scn,59448,_exp25
Data\scenes\bs32.scn,59764,_exp48
Data\scenes\bs32.scn,60080,_exp29
Data\scenes\bs32.scn,60396,_exp28
Data\scenes\bs32.scn,60712,_exp27
Data\scenes\bs32.scn,61028,_exp26
Data\scenes\bs32.scn,61344,_exp24
Data\scenes\bs32.scn,61660,_exp23
Data\scenes\bs32.scn,61976,_exp22
Data\scenes\bs32.scn,62292,_exp21
Data\scenes\bs32.scn,62608,_exp06
Data\scenes\bs32.scn,62924,_exp17
Data\scenes\bs32.scn,63240,_exp19
Data\scenes\bs32.scn,63556,_exp18
Data\scenes\bs32.scn,63872,_exp16
Data\scenes\bs32.scn,64188,_exp16
Data\scenes\bs32.scn,64504,_exp15
Data\scenes\bs32.scn,64820,_exp14
Data\scenes\bs32.scn,65136,_exp13
Data\scenes\bs32.scn,65452,_exp20
Data\scenes\bs32.scn,65768,_exp44
Data\scenes\bs32.scn,66084,_exp46
Data\scenes\bs32.scn,66400,_exp45
Data\scenes\bs32.scn,66716,_exp43
Data\scenes\bs32.scn,67032,_exp42
Data\scenes\bs32.scn,67348,_exp41
Data\scenes\bs32.scn,67664,_exp40
Data\scenes\bs32.scn,67980,_exp39
Data\scenes\bs32.scn,68296,_exp47
Data\scenes\bs33.joe,8,exp026a1
Data\scenes\bs33.joe,26,exp026a1
Data\scenes\bs33.joe,43,exp026a1
Data\scenes\bs33.joe,63,exp026a1
Data\scenes\bs33.joe,80,exp026a1
Data\scenes\bs33.joe,99,exp026a1
Data\scenes\bs33.joe,119,exp026a1
Data\scenes\bs33.scn,33372,_exp54
Data\scenes\bs33.scn,33688,_exp38
Data\scenes\bs33.scn,34004,_exp37
Data\scenes\bs33.scn,34320,_exp36
Data\scenes\bs33.scn,34636,_exp35
Data\scenes\bs33.scn,34952,_exp34
Data\scenes\bs33.scn,35268,_exp33
Data\scenes\bs33.scn,35584,_exp32
Data\scenes\bs33.scn,35900,_exp31
Data\scenes\bs33.scn,36216,_exp30
Data\scenes\bs33.scn,36532,_exp12
Data\scenes\bs33.scn,36848,_exp53
Data\scenes\bs33.scn,37164,_exp59
Data\scenes\bs33.scn,37480,_exp11
Data\scenes\bs33.scn,37796,_exp05
Data\scenes\bs33.scn,38112,_exp52
Data\scenes\bs33.scn,38428,_exp58
Data\scenes\bs33.scn,38744,_exp10
Data\scenes\bs33.scn,39060,_exp04
Data\scenes\bs33.scn,39376,_exp51
Data\scenes\bs33.scn,39692,_exp57
Data\scenes\bs33.scn,40008,_exp09
Data\scenes\bs33.scn,40324,_exp03
Data\scenes\bs33.scn,40640,_exp50
Data\scenes\bs33.scn,40956,_exp56
Data\scenes\bs33.scn,41272,_exp08
Data\scenes\bs33.scn,41588,_exp02
Data\scenes\bs33.scn,41904,_exp49
Data\scenes\bs33.scn,42220,_exp55
Data\scenes\bs33.scn,42536,_exp07
Data\scenes\bs33.scn,42852,_exp01
Data\scenes\bs33.scn,43168,_exp25
Data\scenes\bs33.scn,43484,_exp48
Data\scenes\bs33.scn,43800,_exp29
Data\scenes\bs33.scn,44116,_exp28
Data\scenes\bs33.scn,44432,_exp27
Data\scenes\bs33.scn,44748,_exp26
Data\scenes\bs33.scn,45064,_exp24
Data\scenes\bs33.scn,45380,_exp23
Data\scenes\bs33.scn,45696,_exp22
Data\scenes\bs33.scn,46012,_exp21
Data\scenes\bs33.scn,46328,_exp06
Data\scenes\bs33.scn,46644,_exp17
Data\scenes\bs33.scn,46960,_exp19
Data\scenes\bs33.scn,47276,_exp18
Data\scenes\bs33.scn,47592,_exp16
Data\scenes\bs33.scn,47908,_exp16
Data\scenes\bs33.scn,48224,_exp15
Data\scenes\bs33.scn,48540,_exp14
Data\scenes\bs33.scn,48856,_exp13
Data\scenes\bs33.scn,49172,_exp20
Data\scenes\bs33.scn,49488,_exp44
Data\scenes\bs33.scn,49804,_exp46
Data\scenes\bs33.scn,50120,_exp45
Data\scenes\bs33.scn,50436,_exp43
Data\scenes\bs33.scn,50752,_exp42
Data\scenes\bs33.scn,51068,_exp41
Data\scenes\bs33.scn,51384,_exp40
Data\scenes\bs33.scn,51700,_exp39
Data\scenes\bs33.scn,52016,_exp47
Data\scenes\bs40.joe,8,exp003a1
Data\scenes\bs40.joe,26,exp003a1
Data\scenes\bs40.joe,44,exp003a1
Data\scenes\bs40.joe,63,exp003b1
Data\scenes\bs40.joe,80,exp003b1
Data\scenes\bs40.joe,96,exp003b1
Data\scenes\bs40.joe,115,exp003c1
Data\scenes\bs40.joe,135,exp003c1
Data\scenes\bs40.joe,153,exp003d1
Data\scenes\bs40.scn,82952,_exp54
Data\scenes\bs40.scn,83268,_exp38
Data\scenes\bs40.scn,83584,_exp37
Data\scenes\bs40.scn,83900,_exp36
Data\scenes\bs40.scn,84216,_exp35
Data\scenes\bs40.scn,84532,_exp34
Data\scenes\bs40.scn,84848,_exp33
Data\scenes\bs40.scn,85164,_exp32
Data\scenes\bs40.scn,85480,_exp31
Data\scenes\bs40.scn,85796,_exp30
Data\scenes\bs40.scn,86112,_exp12
Data\scenes\bs40.scn,86428,_exp53
Data\scenes\bs40.scn,86744,_exp59
Data\scenes\bs40.scn,87060,_exp11
Data\scenes\bs40.scn,87376,_exp05
Data\scenes\bs40.scn,87692,_exp52
Data\scenes\bs40.scn,88008,_exp58
Data\scenes\bs40.scn,88324,_exp10
Data\scenes\bs40.scn,88640,_exp04
Data\scenes\bs40.scn,88956,_exp51
Data\scenes\bs40.scn,89272,_exp57
Data\scenes\bs40.scn,89588,_exp09
Data\scenes\bs40.scn,89904,_exp03
Data\scenes\bs40.scn,90220,_exp50
Data\scenes\bs40.scn,90536,_exp56
Data\scenes\bs40.scn,90852,_exp08
Data\scenes\bs40.scn,91168,_exp02
Data\scenes\bs40.scn,91484,_exp49
Data\scenes\bs40.scn,91800,_exp55
Data\scenes\bs40.scn,92116,_exp07
Data\scenes\bs40.scn,92432,_exp01
Data\scenes\bs40.scn,92748,_exp25
Data\scenes\bs40.scn,93064,_exp48
Data\scenes\bs40.scn,93380,_exp29
Data\scenes\bs40.scn,93696,_exp28
Data\scenes\bs40.scn,94012,_exp27
Data\scenes\bs40.scn,94328,_exp26
Data\scenes\bs40.scn,94644,_exp24
Data\scenes\bs40.scn,94960,_exp23
Data\scenes\bs40.scn,95276,_exp22
Data\scenes\bs40.scn,95592,_exp21
Data\scenes\bs40.scn,95908,_exp06
Data\scenes\bs40.scn,96224,_exp17
Data\scenes\bs40.scn,96540,_exp19
Data\scenes\bs40.scn,96856,_exp18
Data\scenes\bs40.scn,97172,_exp16
Data\scenes\bs40.scn,97488,_exp16
Data\scenes\bs40.scn,97804,_exp15
Data\scenes\bs40.scn,98120,_exp14
Data\scenes\bs40.scn,98436,_exp13
Data\scenes\bs40.scn,98752,_exp20
Data\scenes\bs40.scn,99068,_exp44
Data\scenes\bs40.scn,99384,_exp46
Data\scenes\bs40.scn,99700,_exp45
Data\scenes\bs40.scn,100016,_exp43
Data\scenes\bs40.scn,100332,_exp42
Data\scenes\bs40.scn,100648,_exp41
Data\scenes\bs40.scn,100964,_exp40
Data\scenes\bs40.scn,101280,_exp39
Data\scenes\bs40.scn,101596,_exp47
Data\scenes\bs50.scn,95664,_exp54
Data\scenes\bs50.scn,95980,_exp38
Data\scenes\bs50.scn,96296,_exp37
Data\scenes\bs50.scn,96612,_exp36
Data\scenes\bs50.scn,96928,_exp35
Data\scenes\bs50.scn,97244,_exp34
Data\scenes\bs50.scn,97560,_exp33
Data\scenes\bs50.scn,97876,_exp32
Data\scenes\bs50.scn,98192,_exp31
Data\scenes\bs50.scn,98508,_exp30
Data\scenes\bs50.scn,98824,_exp12
Data\scenes\bs50.scn,99140,_exp53
Data\scenes\bs50.scn,99456,_exp59
Data\scenes\bs50.scn,99772,_exp11
Data\scenes\bs50.scn,100088,_exp05
Data\scenes\bs50.scn,100404,_exp52
Data\scenes\bs50.scn,100720,_exp58
Data\scenes\bs50.scn,101036,_exp10
Data\scenes\bs50.scn,101352,_exp04
Data\scenes\bs50.scn,101668,_exp51
Data\scenes\bs50.scn,101984,_exp57
Data\scenes\bs50.scn,102300,_exp09
Data\scenes\bs50.scn,102616,_exp03
Data\scenes\bs50.scn,102932,_exp50
Data\scenes\bs50.scn,103248,_exp56
Data\scenes\bs50.scn,103564,_exp08
Data\scenes\bs50.scn,103880,_exp02
Data\scenes\bs50.scn,104196,_exp49
Data\scenes\bs50.scn,104512,_exp55
Data\scenes\bs50.scn,104828,_exp07
Data\scenes\bs50.scn,105144,_exp01
Data\scenes\bs50.scn,105460,_exp25
Data\scenes\bs50.scn,105776,_exp48
Data\scenes\bs50.scn,106092,_exp29
Data\scenes\bs50.scn,106408,_exp28
Data\scenes\bs50.scn,106724,_exp27
Data\scenes\bs50.scn,107040,_exp26
Data\scenes\bs50.scn,107356,_exp24
Data\scenes\bs50.scn,107672,_exp23
Data\scenes\bs50.scn,107988,_exp22
Data\scenes\bs50.scn,108304,_exp21
Data\scenes\bs50.scn,108620,_exp06
Data\scenes\bs50.scn,108936,_exp17
Data\scenes\bs50.scn,109252,_exp19
Data\scenes\bs50.scn,109568,_exp18
Data\scenes\bs50.scn,109884,_exp16
Data\scenes\bs50.scn,110200,_exp16
Data\scenes\bs50.scn,110516,_exp15
Data\scenes\bs50.scn,110832,_exp14
Data\scenes\bs50.scn,111148,_exp13
Data\scenes\bs50.scn,111464,_exp20
Data\scenes\bs50.scn,111780,_exp44
Data\scenes\bs50.scn,112096,_exp46
Data\scenes\bs50.scn,112412,_exp45
Data\scenes\bs50.scn,112728,_exp43
Data\scenes\bs50.scn,113044,_exp42
Data\scenes\bs50.scn,113360,_exp41
Data\scenes\bs50.scn,113676,_exp40
Data\scenes\bs50.scn,113992,_exp39
Data\scenes\bs50.scn,114308,_exp47
Data\scenes\bs51.joe,8,exp022a1
Data\scenes\bs51.joe,28,exp022a1
Data\scenes\bs51.joe,47,exp022a1
Data\scenes\bs51.joe,64,exp022a1
Data\scenes\bs51.joe,81,exp022b1
Data\scenes\bs51.joe,102,exp022b1
Data\scenes\bs51.scn,73572,_exp54
Data\scenes\bs51.scn,73888,_exp38
Data\scenes\bs51.scn,74204,_exp37
Data\scenes\bs51.scn,74520,_exp36
Data\scenes\bs51.scn,74836,_exp35
Data\scenes\bs51.scn,75152,_exp34
Data\scenes\bs51.scn,75468,_exp33
Data\scenes\bs51.scn,75784,_exp32
Data\scenes\bs51.scn,76100,_exp31
Data\scenes\bs51.scn,76416,_exp30
Data\scenes\bs51.scn,76732,_exp12
Data\scenes\bs51.scn,77048,_exp53
Data\scenes\bs51.scn,77364,_exp59
Data\scenes\bs51.scn,77680,_exp11
Data\scenes\bs51.scn,77996,_exp05
Data\scenes\bs51.scn,78312,_exp52
Data\scenes\bs51.scn,78628,_exp58
Data\scenes\bs51.scn,78944,_exp10
Data\scenes\bs51.scn,79260,_exp04
Data\scenes\bs51.scn,79576,_exp51
Data\scenes\bs51.scn,79892,_exp57
Data\scenes\bs51.scn,80208,_exp09
Data\scenes\bs51.scn,80524,_exp03
Data\scenes\bs51.scn,80840,_exp50
Data\scenes\bs51.scn,81156,_exp56
Data\scenes\bs51.scn,81472,_exp08
Data\scenes\bs51.scn,81788,_exp02
Data\scenes\bs51.scn,82104,_exp49
Data\scenes\bs51.scn,82420,_exp55
Data\scenes\bs51.scn,82736,_exp07
Data\scenes\bs51.scn,83052,_exp01
Data\scenes\bs51.scn,83368,_exp25
Data\scenes\bs51.scn,83684,_exp48
Data\scenes\bs51.scn,84000,_exp29
Data\scenes\bs51.scn,84316,_exp28
Data\scenes\bs51.scn,84632,_exp27
Data\scenes\bs51.scn,84948,_exp26
Data\scenes\bs51.scn,85264,_exp24
Data\scenes\bs51.scn,85580,_exp23
Data\scenes\bs51.scn,85896,_exp22
Data\scenes\bs51.scn,86212,_exp21
Data\scenes\bs51.scn,86528,_exp06
Data\scenes\bs51.scn,86844,_exp17
Data\scenes\bs51.scn,87160,_exp19
Data\scenes\bs51.scn,87476,_exp18
Data\scenes\bs51.scn,87792,_exp16
Data\scenes\bs51.scn,88108,_exp16
Data\scenes\bs51.scn,88424,_exp15
Data\scenes\bs51.scn,88740,_exp14
Data\scenes\bs51.scn,89056,_exp13
Data\scenes\bs51.scn,89372,_exp20
Data\scenes\bs51.scn,89688,_exp44
Data\scenes\bs51.scn,90004,_exp46
Data\scenes\bs51.scn,90320,_exp45
Data\scenes\bs51.scn,90636,_exp43
Data\scenes\bs51.scn,90952,_exp42
Data\scenes\bs51.scn,91268,_exp41
Data\scenes\bs51.scn,91584,_exp40
Data\scenes\bs51.scn,91900,_exp39
Data\scenes\bs51.scn,92216,_exp47
Data\scenes\bs52.joe,8,exp010a1
Data\scenes\bs52.joe,24,exp010a1
Data\scenes\bs52.joe,42,exp010a1
Data\scenes\bs52.joe,59,exp010a1
Data\scenes\bs52.joe,76,exp010b1
Data\scenes\bs52.joe,92,exp010b1
Data\scenes\bs52.joe,110,exp010b1
Data\scenes\bs52.joe,126,exp010b1
Data\scenes\bs52.scn,64240,_exp54
Data\scenes\bs52.scn,64556,_exp38
Data\scenes\bs52.scn,64872,_exp37
Data\scenes\bs52.scn,65188,_exp36
Data\scenes\bs52.scn,65504,_exp35
Data\scenes\bs52.scn,65820,_exp34
Data\scenes\bs52.scn,66136,_exp33
Data\scenes\bs52.scn,66452,_exp32
Data\scenes\bs52.scn,66768,_exp31
Data\scenes\bs52.scn,67084,_exp30
Data\scenes\bs52.scn,67400,_exp12
Data\scenes\bs52.scn,67716,_exp53
Data\scenes\bs52.scn,68032,_exp59
Data\scenes\bs52.scn,68348,_exp11
Data\scenes\bs52.scn,68664,_exp05
